1	265.7017	28.1647	14	43	2013	1	1	0
2	266.1638	27.8713	11	43	2013	1	1	0
3	266.3125	27.8331	90	43	2013	1	1	0
4	266.3963	27.931	12	43	2013	1	1	0
5	266.7045	27.8915	41	43	2013	1	1	0
6	266.9393	27.8213	50	43	2013	1	1	0
7	267.3977	27.9655	41	43	2013	1	1	0
8	266.4796	28.0031	54	43	2013	1	1	0
9	267.5384	28.3377	15	43	2013	1	1	0
10	266.5504	27.9131	41	43	2013	1	1	0
11	266.5475	27.8978	56	43	2013	1	1	0
12	267.0999	27.8274	58	43	2013	1	1	0
13	267.5461	28.0581	54	43	2013	1	1	0
14	267.6262	27.9692	64	43	2013	1	1	0
15	267.6239	27.9278	48	43	2013	1	1	0
16	267.9719	27.9446	68	43	2013	1	1	0
17	267.9965	28.0838	62	43	2013	1	1	0
18	265.7017	28.1647	14	43	2013	1	2	0
19	266.1638	27.8713	11	43	2013	1	2	0
20	266.3125	27.8331	90	43	2013	1	2	0
21	266.3963	27.931	12	43	2013	1	2	0
22	266.7045	27.8915	41	43	2013	1	2	0
23	266.9393	27.8213	50	43	2013	1	2	0
24	267.3977	27.9655	41	43	2013	1	2	0
25	266.4796	28.0031	54	43	2013	1	2	0
26	267.5384	28.3377	15	43	2013	1	2	0
27	266.5504	27.9131	41	43	2013	1	2	0
28	266.5475	27.8978	56	43	2013	1	2	0
29	267.0999	27.8274	58	43	2013	1	2	0
30	267.5461	28.0581	54	43	2013	1	2	0
31	267.6262	27.9692	64	43	2013	1	2	0
32	267.6239	27.9278	48	43	2013	1	2	0
33	267.9719	27.9446	68	43	2013	1	2	0
34	267.9965	28.0838	62	43	2013	1	2	0
35	265.7017	28.1647	14	43	2013	1	3	0
36	266.1638	27.8713	11	43	2013	1	3	0
37	266.3125	27.8331	90	43	2013	1	3	0
38	266.3963	27.931	12	43	2013	1	3	0
39	266.7045	27.8915	41	43	2013	1	3	0
40	266.9393	27.8213	50	43	2013	1	3	0
41	267.3977	27.9655	41	43	2013	1	3	0
42	266.4796	28.0031	54	43	2013	1	3	0
43	267.5384	28.3377	15	43	2013	1	3	0
44	266.5504	27.9131	41	43	2013	1	3	0
45	266.5475	27.8978	56	43	2013	1	3	0
46	267.0999	27.8274	58	43	2013	1	3	0
47	267.5461	28.0581	54	43	2013	1	3	0
48	267.6262	27.9692	64	43	2013	1	3	0
49	267.6239	27.9278	48	43	2013	1	3	0
50	267.9719	27.9446	68	43	2013	1	3	0
51	267.9965	28.0838	62	43	2013	1	3	0
52	265.7017	28.1647	14	43	2013	1	4	0
53	266.1638	27.8713	11	43	2013	1	4	0
54	266.3125	27.8331	90	43	2013	1	4	0
55	266.3963	27.931	12	43	2013	1	4	0
56	266.7045	27.8915	41	43	2013	1	4	0
57	266.9393	27.8213	50	43	2013	1	4	0
58	267.3977	27.9655	41	43	2013	1	4	0
59	266.4796	28.0031	54	43	2013	1	4	0
60	267.5384	28.3377	15	43	2013	1	4	0
61	266.5504	27.9131	41	43	2013	1	4	0
62	266.5475	27.8978	56	43	2013	1	4	0
63	267.0999	27.8274	58	43	2013	1	4	0
64	267.5461	28.0581	54	43	2013	1	4	0
65	267.6262	27.9692	64	43	2013	1	4	0
66	267.6239	27.9278	48	43	2013	1	4	0
67	267.9719	27.9446	68	43	2013	1	4	0
68	267.9965	28.0838	62	43	2013	1	4	0
69	265.7017	28.1647	14	43	2013	1	5	0
70	266.1638	27.8713	11	43	2013	1	5	0
71	266.3125	27.8331	90	43	2013	1	5	0
72	266.3963	27.931	12	43	2013	1	5	0
73	266.7045	27.8915	41	43	2013	1	5	0
74	266.9393	27.8213	50	43	2013	1	5	0
75	267.3977	27.9655	41	43	2013	1	5	0
76	266.4796	28.0031	54	43	2013	1	5	0
77	267.5384	28.3377	15	43	2013	1	5	0
78	266.5504	27.9131	41	43	2013	1	5	0
79	266.5475	27.8978	56	43	2013	1	5	0
80	267.0999	27.8274	58	43	2013	1	5	0
81	267.5461	28.0581	54	43	2013	1	5	0
82	267.6262	27.9692	64	43	2013	1	5	0
83	267.6239	27.9278	48	43	2013	1	5	0
84	267.9719	27.9446	68	43	2013	1	5	0
85	267.9965	28.0838	62	43	2013	1	5	0
86	265.7017	28.1647	14	43	2013	1	6	0
87	266.1638	27.8713	11	43	2013	1	6	0
88	266.3125	27.8331	90	43	2013	1	6	0
89	266.3963	27.931	12	43	2013	1	6	0
90	266.7045	27.8915	41	43	2013	1	6	0
91	266.9393	27.8213	50	43	2013	1	6	0
92	267.3977	27.9655	41	43	2013	1	6	0
93	266.4796	28.0031	54	43	2013	1	6	0
94	267.5384	28.3377	15	43	2013	1	6	0
95	266.5504	27.9131	41	43	2013	1	6	0
96	266.5475	27.8978	56	43	2013	1	6	0
97	267.0999	27.8274	58	43	2013	1	6	0
98	267.5461	28.0581	54	43	2013	1	6	0
99	267.6262	27.9692	64	43	2013	1	6	0
100	267.6239	27.9278	48	43	2013	1	6	0
101	267.9719	27.9446	68	43	2013	1	6	0
102	267.9965	28.0838	62	43	2013	1	6	0
103	265.7017	28.1647	14	43	2013	1	7	0
104	266.1638	27.8713	11	43	2013	1	7	0
105	266.3125	27.8331	90	43	2013	1	7	0
106	266.3963	27.931	12	43	2013	1	7	0
107	266.7045	27.8915	41	43	2013	1	7	0
108	266.9393	27.8213	50	43	2013	1	7	0
109	267.3977	27.9655	41	43	2013	1	7	0
110	266.4796	28.0031	54	43	2013	1	7	0
111	267.5384	28.3377	15	43	2013	1	7	0
112	266.5504	27.9131	41	43	2013	1	7	0
113	266.5475	27.8978	56	43	2013	1	7	0
114	267.0999	27.8274	58	43	2013	1	7	0
115	267.5461	28.0581	54	43	2013	1	7	0
116	267.6262	27.9692	64	43	2013	1	7	0
117	267.6239	27.9278	48	43	2013	1	7	0
118	267.9719	27.9446	68	43	2013	1	7	0
119	267.9965	28.0838	62	43	2013	1	7	0
120	265.7017	28.1647	14	43	2013	1	8	0
121	266.1638	27.8713	11	43	2013	1	8	0
122	266.3125	27.8331	90	43	2013	1	8	0
123	266.3963	27.931	12	43	2013	1	8	0
124	266.7045	27.8915	41	43	2013	1	8	0
125	266.9393	27.8213	50	43	2013	1	8	0
126	267.3977	27.9655	41	43	2013	1	8	0
127	266.4796	28.0031	54	43	2013	1	8	0
128	267.5384	28.3377	15	43	2013	1	8	0
129	266.5504	27.9131	41	43	2013	1	8	0
130	266.5475	27.8978	56	43	2013	1	8	0
131	267.0999	27.8274	58	43	2013	1	8	0
132	267.5461	28.0581	54	43	2013	1	8	0
133	267.6262	27.9692	64	43	2013	1	8	0
134	267.6239	27.9278	48	43	2013	1	8	0
135	267.9719	27.9446	68	43	2013	1	8	0
136	267.9965	28.0838	62	43	2013	1	8	0
137	265.7017	28.1647	14	43	2013	1	9	0
138	266.1638	27.8713	11	43	2013	1	9	0
139	266.3125	27.8331	90	43	2013	1	9	0
140	266.3963	27.931	12	43	2013	1	9	0
141	266.7045	27.8915	41	43	2013	1	9	0
142	266.9393	27.8213	50	43	2013	1	9	0
143	267.3977	27.9655	41	43	2013	1	9	0
144	266.4796	28.0031	54	43	2013	1	9	0
145	267.5384	28.3377	15	43	2013	1	9	0
