1,271.1113,15.98267,0,10,2014,3,4,0
2,271.0993,15.95815,0,10,2014,3,4,0
3,271.0996,15.92201,0,10,2014,3,4,0
4,271.1116,15.89348,0,10,2014,3,4,0
5,271.1366,15.95848,0,10,2014,3,4,0
6,271.1914,16.01383,0,10,2014,3,4,0
7,271.1737,15.99494,0,10,2014,3,4,0
8,271.1363,15.99462,0,10,2014,3,4,0
9,271.137,15.92234,0,10,2014,3,4,0
10,271.174,15.9588,0,10,2014,3,4,0
11,271.1743,15.92266,0,10,2014,3,4,0
12,271.215,16.06044,0,10,2014,3,4,0
13,271.2107,16.0314,0,10,2014,3,4,0
14,271.2478,16.06785,0,10,2014,3,4,0
15,271.2508,16.09559,0,10,2014,3,4,0
16,271.2913,16.13334,0,10,2014,3,4,0
17,271.2849,16.1043,0,10,2014,3,4,0
18,271.2852,16.06816,0,10,2014,3,4,0
19,271.2855,16.03201,0,10,2014,3,4,0
20,271.211,15.99526,0,10,2014,3,4,0
21,271.2481,16.03171,0,10,2014,3,4,0
22,271.3596,16.10489,0,10,2014,3,4,0
23,271.3219,16.14075,0,10,2014,3,4,0
24,271.3222,16.1046,0,10,2014,3,4,0
25,271.3225,16.06845,0,10,2014,3,4,0
26,271.3593,16.14104,0,10,2014,3,4,0
27,271.3608,15.9603,0,10,2014,3,4,0
28,271.3605,15.99645,0,10,2014,3,4,0
29,271.4138,16.1605,0,10,2014,3,4,0
30,271.3806,15.90679,0,10,2014,3,4,0
31,271.4158,15.97826,0,10,2014,3,4,0
32,271.3967,16.14132,0,10,2014,3,4,0
33,271.3987,15.88829,0,10,2014,3,4,0
34,271.399,15.85214,0,10,2014,3,4,0
35,271.4518,16.16111,0,10,2014,3,4,0
36,271.4341,16.1416,0,10,2014,3,4,0
37,271.4528,15.97827,0,10,2014,3,4,0
38,271.397,16.10517,0,10,2014,3,4,0
39,271.4824,16.2406,0,10,2014,3,4,0
40,271.471,16.21417,0,10,2014,3,4,0
41,271.5078,16.28673,0,10,2014,3,4,0
42,271.5081,16.25058,0,10,2014,3,4,0
43,271.5076,16.32288,0,10,2014,3,4,0
44,271.4712,16.17802,0,10,2014,3,4,0
45,271.4729,15.96113,0,10,2014,3,4,0
46,271.4816,15.93177,0,10,2014,3,4,0
47,271.5084,16.21443,0,10,2014,3,4,0
48,271.545,16.32314,0,10,2014,3,4,0
49,271.5453,16.28699,0,10,2014,3,4,0
50,271.5824,16.32339,0,10,2014,3,4,0
51,271.5447,16.35929,0,10,2014,3,4,0
52,271.5816,16.43184,0,10,2014,3,4,0
53,271.5819,16.39569,0,10,2014,3,4,0
54,271.5822,16.35954,0,10,2014,3,4,0
55,271.6274,16.49196,0,10,2014,3,4,0
56,271.6189,16.46824,0,10,2014,3,4,0
57,271.6191,16.43209,0,10,2014,3,4,0
58,271.6194,16.39594,0,10,2014,3,4,0
59,271.6196,16.35979,0,10,2014,3,4,0
60,271.5858,15.85344,0,10,2014,3,4,0
61,271.5656,15.87046,0,10,2014,3,4,0
62,271.628,15.8256,0,10,2014,3,4,0
63,271.5835,16.1788,0,10,2014,3,4,0
64,271.5837,16.14265,0,10,2014,3,4,0
65,271.5855,15.88959,0,10,2014,3,4,0
66,271.6204,16.25134,0,10,2014,3,4,0
67,271.6206,16.21519,0,10,2014,3,4,0
68,271.6209,16.17904,0,10,2014,3,4,0
69,271.6211,16.14289,0,10,2014,3,4,0
70,271.6214,16.10674,0,10,2014,3,4,0
71,271.6216,16.07059,0,10,2014,3,4,0
72,271.6219,16.03444,0,10,2014,3,4,0
73,271.6229,15.88983,0,10,2014,3,4,0
74,271.6231,15.85368,0,10,2014,3,4,0
75,271.5827,16.28724,0,10,2014,3,4,0
76,271.584,16.1065,0,10,2014,3,4,0
77,271.5842,16.07035,0,10,2014,3,4,0
78,271.6199,16.32364,0,10,2014,3,4,0
79,271.6201,16.28749,0,10,2014,3,4,0
80,271.6742,16.48713,0,10,2014,3,4,0
81,271.6935,16.50487,0,10,2014,3,4,0
82,271.6563,16.46848,0,10,2014,3,4,0
83,271.6566,16.43233,0,10,2014,3,4,0
84,271.71,16.70486,0,10,2014,3,4,0
85,271.7102,16.68538,0,10,2014,3,4,0
86,271.7058,16.64635,0,10,2014,3,4,0
87,271.7112,16.59595,0,10,2014,3,4,0
88,271.693,16.57717,0,10,2014,3,4,0
89,271.6933,16.54102,0,10,2014,3,4,0
90,271.7163,18.47626,0,10,2014,3,4,0
91,271.7123,18.45128,0,10,2014,3,4,0
92,271.7151,15.76279,0,10,2014,3,4,0
93,271.6571,16.36003,0,10,2014,3,4,0
94,271.6573,16.32388,0,10,2014,3,4,0
95,271.6578,16.25158,0,10,2014,3,4,0
96,271.658,16.21543,0,10,2014,3,4,0
97,271.6583,16.17928,0,10,2014,3,4,0
98,271.6585,16.14313,0,10,2014,3,4,0
99,271.6588,16.10698,0,10,2014,3,4,0
100,271.659,16.07083,0,10,2014,3,4,0
101,271.6593,16.03468,0,10,2014,3,4,0
102,271.6602,15.89007,0,10,2014,3,4,0
103,271.6605,15.85392,0,10,2014,3,4,0
104,271.6607,15.81776,0,10,2014,3,4,0
105,271.6938,16.46872,0,10,2014,3,4,0
106,271.6943,16.39642,0,10,2014,3,4,0
107,271.6945,16.36027,0,10,2014,3,4,0
108,271.6947,16.32412,0,10,2014,3,4,0
109,271.6955,16.21566,0,10,2014,3,4,0
110,271.6957,16.17951,0,10,2014,3,4,0
111,271.6962,16.10721,0,10,2014,3,4,0
112,271.6964,16.07106,0,10,2014,3,4,0
113,271.6966,16.03491,0,10,2014,3,4,0
114,271.6969,15.99875,0,10,2014,3,4,0
115,271.6971,15.9626,0,10,2014,3,4,0
116,271.6973,15.92645,0,10,2014,3,4,0
117,271.6976,15.8903,0,10,2014,3,4,0
118,271.6978,15.85414,0,10,2014,3,4,0
119,271.698,15.81799,0,10,2014,3,4,0
120,271.6568,16.39618,0,10,2014,3,4,0
121,271.6576,16.28773,0,10,2014,3,4,0
122,271.694,16.43257,0,10,2014,3,4,0
123,271.695,16.28797,0,10,2014,3,4,0
124,271.7593,17.57045,0,10,2014,3,4,0
125,271.7614,17.58981,0,10,2014,3,4,0
126,271.7662,16.86684,0,10,2014,3,4,0
127,271.7664,16.83069,0,10,2014,3,4,0
128,271.7666,16.79454,0,10,2014,3,4,0
129,271.7669,16.75839,0,10,2014,3,4,0
130,271.7676,16.64993,0,10,2014,3,4,0
131,271.7678,16.61378,0,10,2014,3,4,0
132,271.7372,16.78685,0,10,2014,3,4,0
133,271.7293,16.75816,0,10,2014,3,4,0
134,271.7296,16.72201,0,10,2014,3,4,0
135,271.7298,16.68586,0,10,2014,3,4,0
136,271.7301,16.64971,0,10,2014,3,4,0
137,271.7303,16.61356,0,10,2014,3,4,0
138,271.7305,16.57741,0,10,2014,3,4,0
139,271.7611,17.62596,0,10,2014,3,4,0
140,271.7812,17.31961,0,10,2014,3,4,0
141,271.7633,17.30063,0,10,2014,3,4,0
